nomor;sifat;jenis;hal;tgl;user;ruang
100.3.7.1 / 24952 / 102.9 / 2024;Penting;Surat Pengntar;Addendum Perjanjian Kerja Sama antara PT Dexa Arfindo Pratama dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Penggunaan Alat Kesehatan Kimia Klinik Analyzer Instrumentation Laboratory Type Pentra C 400 dan Cobas Integra 400 di Laboratorium Terpadu RSUD dr. Soedono Provinsi Jawa Timur.;17/07/2024;Dian;NULL
100.3.7.1/24952/102.9/2024;Penting;Surat Pengntar;Addendum Perjanjian Kerja Sama antara PT Dexa Arfindo Pratama dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Penggunaan Alat Kesehatan Kimia Klinik Analyzer lnstrumentation Laboratory Type Pentra C 400 dan Cobas lntegra 400 di Laboratorium Terpadu RSUD dr. Soedono Provinsi Jawa Timur.;17/07/2024;Dian;NULL
-;Penting;Lain-lain;PENGANTAR VISA;15/07/2024;Dian;NULL
1 00.3.7.1/23767/102.9/2024;Segera;Surat Permohonan;Permohonan Kerjasama;10/07/2024;Dian;NULL
400.7/ 23.764 /102.9/2024;Penting;Surat Balasan;Persejutuan sebagai Rumah Sakit Rujukan;10/07/2024;Dian;NULL
400.7.22/ 23.595/102.9/2024;Penting;Surat Keterangan;Surat Keterangan sakit ;09/07/2024;Dian;NULL
400.7.22/ 23.596 /102.9/2024;Penting;Surat Keterangan;Surat Keterangan sakit ;09/07/2024;Dian;NULL
100.3.7.1/23457/102.9/2024;Penting;Surat Pengntar;Perjanjian Kerja Sama antara Yayasan Kesehatan Pertamina dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Pelayanan Kesehatan bagi Pegawai Yayasan Kesehatan Pertamina;08/07/2024;Dian;NULL
000.7/23542/102.9/2024;Penting;Surat Permohonan;Permohonan Corporate Social Responsibility Ruang Tunggu Haemodialisa Rumah Sakit;08/07/2024;Dian;NULL
000.7/23544/102.9/2024;Penting;Surat Permohonan;Permohonan Corporate Social Responsibility Ruang Tunggu  Hemodialisa Rumah Sakit;08/07/2024;Dian;NULL
000.7/23543/102.9/2024;Penting;Surat Permohonan; Permohonan Corporate Social Responsibility Ruang Tunggu  Hemodialisa Rumah Sakit;08/07/2024;Dian;NULL
700.1.2.7/23016/102.9/2024;Segera;Lain-lain;Penyampaian Rekapitulasi Laporan Tindakan Gratifikasi dan Sponsorship Triwulan II Tahun 2024;03/07/2024;Dian;NULL
0;Penting;Lain-lain;PENAWARAN KERJA SAMA PT. GENTA MANDIRI GLOBALINDO;20/06/2024;Dian;TU
400.7.22/ 21.225 /102.9/2024;Penting;Surat Keterangan;Surat Keterangan Melahirkan di RSUD dr. Soedono;19/06/2024;Dian;NULL
RSSM/ND/TU/095/2024;Segera;Nota Dinas;Nota Dinas Permohonan Persetujuan Pengadaaan Bendera Merah Putih, Papan Petunjuk dkk;13/06/2024;Dian;TU
:100.3.7.1/20877/102.9/2024;Penting;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama;13/06/2024;Dian;TU
400.7/20875/102.9/2024;Segera;Surat Balasan;jawaban Penawaran Kerjasama Layanan Kesehatan Pegawai Bank Jatim dengan RSUD dr. Soedono Madiun;13/06/2024;Dian;NULL
RSSM/ND/TU/094/2024;Segera;Nota Dinas;Nota Dinas Usulan 6 RBA Peningkatan Mutu Kegiatan Administrasi Umum;12/06/2024;Dian;TU
RSSM/ND/TU/93/2024;Penting;Nota Dinas;Pengosongan Gedung Parkir Karyawan Lantai 1 Sisi Timur (antara Rumah Makan Padang dan Gedung Parkir Karyawan);11/06/2024;Dian;TU
400.7/ 20.443 /102.9/2024;Penting;Lain-lain;Pemberitahuan Dampak Pelatihan Hydrant di sekitar Lapau Padang;11/06/2024;Dian;TU
400.7/20.440/102.9/2024;Penting;Surat Permohonan;Permohonan Ijin Pelatihan BHD, PPI dan K3 (APAR dan Hydrant);11/06/2024;Dian;TU
400.7.22/ 20.226 /102.9/2024;Penting;Surat Keterangan;Surat Keterangan Rawat Inap;10/06/2024;Dian;TU
RSSM/ND/TU/090/2024;Segera;Nota Dinas;Pemindahan Mesin Fingerprint Tenaga Outsourcing;05/06/2024;Dian;TU
100.3.7.1/19818/102.9/2024;Penting;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara STIKES Guna Bangsa Yogyakarta dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Pelaksanaan Kegiatan Tri Dharma Perguruan Tinggi dan Pendayagunaan Lulusan bagi Mahasiswa STIKES Guna Bangsa Yogyakarta.;05/06/2024;Dian;TU
100.3.7.1/19585/102.9/2024;Penting;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara Klinik Ahza Medika Pangkur dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Pelayanan Rujukan Lanjutan;04/06/2024;Dian;TU
0;Penting;Lain-lain;Penawaran Program Kerja Sama Layanan Kesehatian;01/06/2024;Dian;TU
100.3.7.1/19211/102.9/2024;Penting;Surat Pengntar;Surat Perjanjian Kerja Sama antara Universitas Widya Husada Semarang dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Pelaksanaan Tri Dharma Perguruan Tinggi.;31/05/2024;Dian;TU
100.3.7/19.126/102.9/2024;Penting;Surat Pengntar;Surat Pengantar Addendum Perjanjian Kerja Sama antara Rumah Sakit Umum Darmayu Madiun dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Rujukam Pelayanan dan Penunjang Medis.;31/05/2024;Dian;TU
400.12.3.1/18.978/102.9/2024;Penting;Surat Pengntar;Hasil Audit Kematian By.Ny. Winarti dan Erik Prastyana;30/05/2024;Dian;TU
RSSM/ND/TU/083/2024;Segera;Nota Dinas;Upacara Hari Lahir Pancasila Tahun 2024 dan pengosongan halaman parkir rawat jalan RSUD dr. Soedono Provinsi Jawa Timur;29/05/2024;Dian;TU
RSSM/ND/UMM/ 082 /2024;Penting;Nota Dinas; Penyusunan Naskah Dinas Dengan Menggunakan Kertas Jenis HVS Ukuran A4 di Lingkungan RSUD dr. Soedono Prov. Jatim;27/05/2024;Dian;NULL
500.12.18.1/18263/102.9/2024;Segera;Lain-lain;Daftar Informasi Dikecualikan RSUD dr. Soedono Provinsi Jawa Timur;22/05/2024;Dian;NULL
400.7/ 17.977 /102.9/2024;Segera;Lain-lain;Hasil Visum Et Perertum a.n M.Fikri Haminudin;21/05/2024;Dian;TU
RSSM/ND/TU/078/2024;Segera;Nota Dinas;Upacara Hari Kebangkitan Nasional Ke116 Tahun 2024 dan pengosongan halaman parkir rawat jalan RSUD dr. Soedono Provinsi Jawa Timur;16/05/2024;Dian;TU
100.3.7.1 / 16.738 / 102.9 / 2024;Biasa;Surat Pengntar;Addendum Perjanjian Sewa Menyewa Antara PT. Grab Teknologi Indonesia Dengan Rsud dr. Soedono Provinsi Jawa Timur Tentang Pemakaian Lahan di Lingkungan Rsud Dr. Soedono Provinsi Jawa Timur;15/05/2024;Dian;NULL
400.14.1.1/17108/102.9/2024;Segera;Surat Tugas;Surat Tugas Petugas Upacara Rutin Tanggal 17 Periode Bulan Mei 2024;15/05/2024;Dian;TU
RSSM/ND/TU/077/2024;Segera;Nota Dinas;Upacara Rutin Bulan Mei Tahun 2024 dan pengosongan gedung parkir lantai 2 RSUD dr. Soedono Provinsi Jawa Timur;15/05/2024;Dian;TU
400.14/17145/102.9/2024;Segera;Surat Permohonan;Daftar Nama Anggota Tim Pengelolaan Pengaduan SP4NLAPOR Tahun 2024;15/05/2024;Dian;TU
100.3.7/16875/102.9/2024;Segera;Surat Permohonan;Permohonan Pembimbing Rohani Muslim;14/05/2024;Dian;TU
800.1.11.1/16740/102.9/2024;Biasa;Surat Tugas;Panitia Idul Adha 1445 H /2024 M di RSUD dr. Soedono Provinsi Jawa Timur.;13/05/2024;Dian;NULL
100.3.7.1 / 16502 / 102.9 /2024;Biasa;Surat Pengntar;Adendum I Perjanjian Kerja Sama antara Rumah Sakit Paru manguharjo Provinsi Jawa Timur  dengan RSUD dr. Soedono Provinsi Jawa Timur tentang kegiatan Kredensial tenaga Dokter;08/05/2024;Dian;NULL
100.3.7.1 / 16502 / 102.9 / 2024;Biasa;Surat Pengntar;Perjanjian Kerja Sama antara PT Asuransi Jiwa Inhealth Indonesia dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Pelayanan Kesehatan dan Obat bagi Peserta Asuransi Kesehatan PT Asuransi Jiwa Inhealth Indonesia;08/05/2024;Dian;NULL
100.3.7.1 I 16405 I 102.9 I 2024;Biasa;Surat Pengntar;Perjanjian Kerja Sama antara lnstitut llmu Kesehatan Bhakti Wiyata Kediri dengaRSUD dr. Soedono Provinsi Jawa Timur tentang Tri Dharma Perguruan Tinggi.;08/05/2024;Dian;NULL
400.7/ 16.362 /102.9/2024;Penting;Surat Permohonan;Permintaan Hasil Pemeriksaan VER a.n M. Fikri H;08/05/2024;Dian;NULL
000.8.5/ 16157 /102.9/2024;Segera;Surat Balasan; Evaluasi Kelembagaan  Tahun Anggaran 2024;06/05/2024;Dian;NULL
000.1.8/15660/102.9/2024;Penting;Surat Permohonan;Permohonan Perapihan dan Pemotongan Pohon ;02/05/2024;Dian;NULL
400.7/15777/102.9/2024;Penting;Surat Permohonan;Permohonan Rekomendasi di   Dokter Supervisi Hemodialisis;02/05/2024;Dian;NULL
100.3.7.1 / 15778 / 102.9 / 2024;Biasa;Surat Pengntar;Perjanjian Kerja Sama antara RSUD dr. Soedono Provinsi Jawa Timur dengan RSUD Dungus (Unit Organisasi Menuju Wilayah Bebas dari Korupsi (WBK)) tentang Replikasi Pembangunan Zona lntegritas (Zl) Menuju WBKMBBM;02/05/2024;Dian;NULL
100.3.7.1 / 15779 / 102.9 / 2024;Biasa;Surat Pengntar;Perjanjian Kerja Sama antara RSUD Kota Madiun (Unit Organisasi Menuju Wilayah Bebas dari Korupsi (WBK)) tentang Replikasi Pembangunan Zona Integritas (ZI) Menuju WBK/WBBM.;02/05/2024;Dian;NULL
RSSM/ND/TU/076/2024;Penting;Nota Dinas;Usulan RBA Peningkatan Mutu Kegiatan Humas, Promosi dan Penyuluhan Kesehatan;30/04/2024;Dian;TU
800.1/14985/102.9/2024;Segera;Surat Tugas;Surat Tugas Panitia dan Tim Fasilitator Kunjungan Studi Banding Zona Integritas RSUD Dungus dan RSUD Kota Madiun 30 April 2024;26/04/2024;Dian;TU
400.7.22/14.364/102.9/2024;Biasa;Surat Keterangan;Surat Keterangan an Retno P memerlukan perawatan dan evaluasi di RSUD dr.Soedono;23/04/2024;Dian;NULL
RSSM/ND/TU/072/2024;Penting;Nota Dinas;Nota Dinas Usulan 3 RBA Peningkatan Mutu Kegiatan Administrasi Umum dan Keamanan;23/04/2024;Dian;TU
400.7/14.002/102.9/2024;Penting;Surat Balasan;Persejutuan sebagai Rumah Sakit Rujukan;19/04/2024;Dian;NULL
700.1.2.7/13.564/102.9/2024;Penting;Lain-lain;Penyampaian Rekapitulasi Laporan Tindakan Gratifikasi dan Sponsorship Triwulan I Tahun 2024;16/04/2024;Dian;NULL
400.8/13042/102.9/2024;Penting;Surat Undangan;Undangan Halal Bihalal;05/04/2024;Dian;TU
400.8/13042/102.9/2024;Penting;Surat Undangan;Undangan Halal Bihalal;05/04/2024;Dian;TU
400.8/13042/102.9/2024;Penting;Surat Undangan;Undangan Halal Bihalal;05/04/2024;Dian;TU
400.8/13042/102.9/2024;Penting;Surat Undangan;Undangan Halal Bihalal;05/04/2024;Dian;TU
400.7/12290/102.9/2024;Penting;Surat Permohonan;Permohonan Approve SEP RI;02/04/2024;Dian;TU
RSSM/ND/TU/68/2024;Penting;Nota Dinas;Surat Edaran Pencegahan dan Pengendalian Gratifikasi di Hari Raya;01/04/2024;Dian;NULL
900/12.281/102.9/2024;Penting;Surat Tugas;Melaksanakan perintah dalam rangka mendukung pelaksanaan pengelolaan administrasi keuangan dan barang aset di RSUD dr. Soedono Tahun 2024 ;01/04/2024;Dian;NULL
RSSM/ND/TU/64/2024;Penting;Nota Dinas;Pengajian Umum Nuzulul Qur’an 1445 H;28/03/2024;Dian;NULL
 800.1 / 11450 / 102.9 / 2024;Biasa;Surat Tugas; Panitia Halal Bi Halal Perayaan Idul Fitri 1 Syawal 1445 H / 2024 M;27/03/2024;Dian;NULL
400.4/9776/102.9/2024;Penting;Surat Permohonan;Permohonan Sewa Lapangan;18/03/2024;Dian;TU
400.4/9984/102.9/2024;Penting;Surat Permohonan;Permohonan Sewa Lapangan;18/03/2024;Dian;TU
400.4/9985/102.9/2024;Penting;Surat Permohonan;Permohonan Sewa Lapangan;18/03/2024;Dian;TU
400.7/9.190/102.9/2024;Penting;Surat Permohonan;Permohonan Tempat;14/03/2024;Dian;TU
400.14.1.1/9.192/102.9/2024;Biasa;Surat Tugas;Melaksanakan tugas sebagai Petugas Upacara pada hari Senin tanggal 18 Maret 2024 di RSUD dr. Soedono Provinsi Jawa Timur;14/03/2024;Dian;TU
RSSM/ND/TU/61/2024;Penting;Nota Dinas;Upacara Bendera Bulan Maret dan Pengosongan Gedung Parkir Pegawai Jalan Sumbawa Lantai 2;14/03/2024;Dian;TU
700.1.1.1/ 8830 /102.9/2024;Penting;Surat Permohonan;Permohonan Bantuan Pendampingan Hukum;08/03/2024;Dian;TU
RSSM/ND/UMM/058/2024;Penting;Nota Dinas;Sosialisasi Jam Kerja pada Bulan Ramadhan 1445 Hijriah Bagi Pegawai di Lingkungan RSUD dr. Soedono;08/03/2024;Dian;TU
RSSM/ND/TU/59/2024;Penting;Nota Dinas;Pelaksanaan Apel Pagi Offline dan Pengosongan Gedung Parkir Lantai 2;08/03/2024;Dian;TU
RSSM/ND/TU/57/2024;Penting;Nota Dinas;Pelaksanaan Kegiatan Jalan Sehat dan Pengosongan Gedung Parkir Lantai 1/ Basement;06/03/2024;Dian;TU
000.3/8265/102.9/2024;Penting;Lain-lain;Rekomendasi Usulan Perubahan Pejabat Pengadaan RSUD dr. Soedono;06/03/2024;Dian;TU
0;Penting;Lain-lain;Pemanfaatan Sewa Lahan (Barang Milik Daerah BMD) di Ruang ATM Center di RSUD dr.Soedono;06/03/2024;Dian;TU
100.3.7.1/8028/102.9/2024;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara Rumah Sakit Tk. lV Madiun dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Rujukan Pelayanan dan Penunjang Medis;05/03/2024;Dian;TU
100.3.7.1/8031/102.9/2024;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara Fakultas Psikologi Universitas lslam Negeri Maulana Malik lbrahim dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Praktik Kerja Lapangan Psikologi;05/03/2024;Dian;TU
700.1.1.1/ 7587 /102.9/2024;Penting;Lain-lain;Pelaksanaan Kegiatan Pengamanan Pembangunan Strategis (PPS);04/03/2024;Dian;TU
RSSM/ND/UMM/ 056 /2024;Penting;Nota Dinas;Penawaran Kupon Kegiatan Ramadhan 1445 H di RSUD dr. Soedono;04/03/2024;Dian;TU
400.12.3.1/6186/102.9/2024;Penting;Surat Keterangan;Surat Keterangan Kronologi Kematian;21/02/2024;Dian;TU
400.7/5862/102.9/2024;Penting;Lain-lain;Rekomendasi Review Ulang;19/02/2024;Dian;TU
400.7.20 / 6000 / 102.9/2024;Penting;Surat Permohonan;Permohonan Pendampingan Proses Pengadaaan Pembangunan IRNA Merpati 4 Lantai RSUD dr Soedono Provinsi Jawa Timur;19/02/2024;Dian;KEPERAWATAN
400.7/6001/102.9/2024;Penting;Surat Permohonan;Permohonan Penjadwalan Kegiatan Podcast;19/02/2024;Dian;TU
RSSM/ND/TU/049/2024;Penting;Nota Dinas;Penyusunan Rencana Program Kerja Zona Integritas (ZI) Tahun 2024 RSUD dr. Soedono Provinsi Jawa Timur;15/02/2024;Dian;TU
RSSM/ND/TU/46/2024;Penting;Nota Dinas;Pelaksanaan Apel Pagi Offline dan Pengosongan Gedung Parkir Lantai;12/02/2024;Dian;TU
RSSM/ND/TU/045/2024;Penting;Nota Dinas;Hari Pemungutan Suara Pemilihan Umum pada tanggal 14 Februari 2024 Sebagai Hari Libur Nasional;12/02/2024;Dian;TU
800/5143/102.9/2024;Penting;Surat Tugas;Melaksanakan tugas sebagai talent Pembuatan Video Safety Breafing di Ruang Pertemuan Bambang Soebroto di RSUD dr. Soedono;12/02/2024;Dian;TU
900.1.13.1/5154/102.9/2024;Penting;Lain-lain;Pemberitahuan Penyesuaian Tarif Pelayanan dan Penunjang Medis RSUD dr. Soedono;12/02/2024;Dian;TU
000.8 /6.213/102.9/2024;Penting;Lain-lain;Kepengurusan KORPRI Unit RSUD dr. Soedono;12/02/2024;Dian;KEPERAWATAN
200.2/4763/102.9/2024;Penting;Surat Keterangan;Penyampaian data Daftar Pemilih Tambahan RSUD dr. Soedono;07/02/2024;Dian;NULL
800.4595/102.9/2024;Penting;Lain-lain;Data Satpam;06/02/2024;Dian;TU
100.3.7.1/4599/102.9/2024;Biasa;Surat Pengntar;"Surat Pengantar Perjanjian Keria Sama antara KPRI ""Husada Sejahtera"" dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Penggunaan Lahan Parkir Ambbulans (Jenazah dan Pasien) di Lingkungan RSUD dr. Soedono Provinsi Jawa Timur";06/02/2024;Dian;TU
RSSM/ND/TU/43/2024;Penting;Nota Dinas;Perubahan alur masuk Instalasi Rawat Inap Melati;05/02/2024;Dian;TU
RSSM/ND/UMM/028/2024;Penting;Nota Dinas;Samsat Keliling di Lingkungan RSUD dr. Soedono;02/02/2024;Dian;TU
400.7.1/4167/102.9/2024;Penting;Lain-lain;Pelaksanaan Samsat Keliling di RSUD dr. Soedono;02/02/2024;Dian;TU
900/4133/102.9/2024;Penting;Surat Tugas;Melaksanakan perintah dlm rangka mendukung pelaksanaan pengelolaan dan barang aset di RSUD dr. Soedono Tahun 2024;01/02/2024;Dian;TU
400.7/3141/102.9/2024;Penting;Lain-lain;Penyampaian laporan pelaksanaan hasil Survei Internal Akreditasi RSUD dr. Soedono;26/01/2024;Dian;TU
400.7/3141/102.9/2024;Penting;Lain-lain;Penyampaian laporan pelaksanaan hasil Survei Internal Akreditasi RSUD dr. Soedono;26/01/2024;Dian;TU
100.3.7.1/2968/102.9/2024;Biasa;Surat Pengntar;Surat Pengantar Addendum lll Perjanjian Kea Sama antara PT PLN (Persero) dengan RSUD dr. Soedono Provinsi Jawa Timur tefltang Pelayanan Kesehatan Rawat lnap dan Rawat Jalan;25/01/2024;Dian;TU
100.3.7.1 / 696 / 102.9 / 2024;Biasa;Surat Pengntar;Kontrak Berlangganan antara PT Telekomunikasi Indonesia Tbk. Wilayah Telekomunikasi Surabaya Selatan dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Penyediaan Jasa Layanan Informastion  Communication Technology (ICT);09/01/2024;Dian;TU
RSSM/ND/TU/004/2024;Penting;Nota Dinas;Pelaksanaan Apel Pagi Ofrline dan Pengosongan Gedung Parkir Lantai 2;09/01/2024;Dian;TU
RSSM/ND/UMM/006/2024;Penting;Nota Dinas;Hari Libur Nasional dan Cuti Bersama Tahun 2024;09/01/2024;Dian;TU
RSSM/ND/TU/005/2024;Penting;Nota Dinas;Penyampaian Rencana Tindak Lanjut Indikator Mutu Triwulan III Tahun 2023 ;09/01/2024;Dian;NULL
RSSM/ND/TU/002/2024;Penting;Nota Dinas;Wadah Lapor Netralitas ASN dan PTTPK;08/01/2024;Dian;TU
000.3/ 406 /102.9/2024;Penting;Surat Permohonan;Permohonan Penugasan Sebagai Pejabat Pengadaan;05/01/2024;Dian;NULL
000.3/ 408 /102.9/2024;Penting;Surat Permohonan;Permohonan Penugasan Sebagai Pejabat Pengadaan;05/01/2024;Dian;NULL
000.3/ 404 /102.9/2024;Penting;Lain-lain;Rekomendasi Susulan dan Usulan Permohonan Pejabat Pengadaan;05/01/2024;Dian;TU
400.7.22/ 354 /102.9/2024;Biasa;Surat Keterangan;Surat Keterangan Rawat Inap;04/01/2024;Dian;TU
100.3.7.1/410/102.9/2024;Biasa;Surat Pengntar;Perjanjian Kerja Sama antara Balai Monitor Spektrum Frekuensi Radio Kelas I Surabaya dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Pemanfaatan Lahan dan/atau Ruangan untuk Penempatan dan Pengoperasian Sistem Monitoring Frekuensi Radio Direktorat Jenderal Sumber Daya dan Perangkat Pos dan lnformatika Balai Monitor Spektrum Frekuensi Radio Kelas I Sby;04/01/2024;Dian;TU
100.3.7.1/409/102.9/2024;Biasa;Surat Pengntar;Perjanjian Kerja Sama antara PT Swakarya Sinar Sejahtera dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Pengelolaan Parkir di Jalan Bali Ex. PPDS (Sebelah Ceria Mart) Lingkungan RSUD dr. Soedono.;04/01/2024;Dian;TU
100.3.7.1/405/102.9/2023;Biasa;Surat Pengntar;Perjanjian Kerja Sama antara RSUD dr. Sayidiman Magetan dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Kegiatan Kredensial Tenaga Dokter.;04/01/2024;Dian;TU
700.1.2.7/92/102.9/2024;Penting;Lain-lain;Penyampaian Rekapitulasi Laporan Tindakan Gratifikasi dan Sponsorship Triwulan IV Tahun 2023;03/01/2024;Dian;TU
:100.3.7.1 / 50.803/102.9/2023;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara Rumah Sakit Umum Daerah Dungus dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Pelayanan Dokter Spesialis Jiwa.;29/12/2023;Dian;NULL
RSSM/ND/TU/156/2023;Penting;Nota Dinas;Tindak Lanjut Hasil Pemeriksaan BPKRI atas LKPD Provinsi Jawa Timur T.A. 2016 dan T.A. 2022;27/12/2023;Dian;NULL
709/50451/102.9/2023;Penting;Lain-lain;Tindak Lanjut Hasil Pemeriksaan BPK atas LKPD Prov. Jatim;27/12/2023;Dian;NULL
400.12.3.1/ 50.488 /102.9/2023;Biasa;Surat Keterangan;Surat Keterangan Kematian;27/12/2023;Dian;TU
RSSM/ND/UMM/157/2023;Penting;Nota Dinas;Sosialisasi Rekrutmen Program Bantuan Pendidikan dr. Spesialis Sub Spesialis Kemenkes RI;27/12/2023;Dian;TU
RSSM/ND/UMM/ 158 /2023;Penting;Nota Dinas;SE Tentang Penerapan Prinsip Kehatihatian Pada Penetapan Metode Pemilihan Penyedia Barang / Jasa di lingkungan Pemerintah Daerah Prov. Jatim;27/12/2023;Dian;TU
000.3/ 50.517 /102.9/2023;Penting;Surat Permohonan;Permohonan Data Tindak Lanjut;27/12/2023;Dian;TU
000.3/47153/102.9/2023;Penting;Lain-lain;Rekomendasi Pejabat Pengadaan;22/12/2023;Dian;NULL
RSSM/ND/UMM/155/2023;Penting;Nota Dinas;Usulan Pelatihan dan Ujian PBJ Kompetensi Level 1;22/12/2023;Dian;TU
900/ 47148 /102.9/2023;Penting;Lain-lain;Usulan Pengelola Keuangan pada SKPD TA 2024;01/12/2023;Dian;NULL
000.9/46407/102.9/2023;Penting;Lain-lain;Data Kajian yang dilakukan Perangkat Daerah Prov. Jatim;28/11/2023;Dian;NULL
400.12.3.1/ 45.381 /102.9/2023;Penting;Lain-lain;Hasil Audit Kematian By. Ny. Infachur Yudia Nurhayati;21/11/2023;Dian;NULL
400.3.4/ 45.391 /102.9/2023;Penting;Lain-lain;Pemanggilan Peserta Digital Leadership Academy (DLA) 2023;21/11/2023;Dian;NULL
400.12.3.1/ 45.388 /102.9/2023;Penting;Lain-lain;Hasil Audit Kematian By. Fathan Habibi Nur Rahman;21/11/2023;Dian;NULL
000.8.3.4/45191/102.9/2023;Biasa;Surat Tugas;Melaksanakan tugas sebagai Panitia Pameran Inovasi Pelayanan Publik Jawa Timur tanggal 23 – 25 November 2023 di Halaman Jatim Park 3 Kota Batu;20/11/2023;Dian;NULL
100.3.7.1/44707/102.9/2023;Biasa;Surat Pengntar;Perjanjian Kerja Sama antara Rumah Sakit Umum Darmayu Madiun dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Pelayanan Rujukan;17/11/2023;Dian;NULL
100.3.7.1/44707/102.9/2023;Biasa;Surat Pengntar;Perjanjian Kerja Sama antara Rumah Sakit Umum Darmayu Madiun dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Pelayanan Rujukan;17/11/2023;Dian;NULL
400.12.3.1/ 44.595 /102.9/2023;Penting;Lain-lain;Hasil Audit Kematian By. Ny. Depania Mulyani;16/11/2023;Dian;NULL
RSSM/ND/UMM/138/2023;Penting;Nota Dinas;Pelaksanaan Apel Pagi Offline dan Pengosongan Gedung Parkir Lantai 2;14/11/2023;Dian;NULL
100.3.10/43.939/102.9/2023;Penting;Surat Permohonan;Permohonan Bantuan Pendampingan Hukum;14/11/2023;NULL;NULL
100.3.7 /42.916/ 102.9 / 2023;Biasa;Surat Pengntar;Addendum Perjanjian Kerjasama Antara Unit Donor Darah PMI Kota Madiun Dengan RSUD dr. Soedono Provinsi Jawa Timur Tentang Pelayanan Transfusi Darah di Bank Darah RSUD dr. Soedono Provinsi Jawa Timur;08/11/2023;Dian;NULL
100.3.7/42.719/102.9/2023;Penting;Lain-lain;Evaluasi, Identifikasi/ Pemetaan Kerja Sama Daerah;07/11/2023;Dian;NULL
100.3.7.1 / 42.575 / 102.9 / 2023;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara PT Prodia Widyahusada Tbk dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Rujukan Parsial Pelayanan Pemeriksaan Penunjang Diagnostik.;06/11/2023;Dian;NULL
RSSM/ND/UMM/ 135 /2023;Penting;Nota Dinas;Upacara Hari Pahlawan Ke78 Tahun 2023 dan Pengosongan Parkir Rawat Jalan RSUD dr. Soedono;06/11/2023;Dian;NULL
400.14.1.1/ 42.519 /102.9/2023;Penting;Surat Tugas;Melaksanakan tugas sebagai Petugas Upacara Peringatan Hari Pahlawan Ke78 Tahun 2023 pada tanggal 10 November 2023 di RSUD dr. Soedono.;06/11/2023;Dian;NULL
100.3.7.1/42.587/102.9/2023;Biasa;Surat Pengntar;Perjanjian Kerja Sama antara PT Kartika Bina Medikatama dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Pelayanan Kesehatan.;06/11/2023;Dian;NULL
100.3.7.1 /41.833/102.9/2023;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara Dinas Kesehatan Kabupaten Madiun dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Pelayanan Kesehatan Tingkat Lanjutan (Rujukan;31/10/2023;Dian;NULL
400.7.22/41.834/102.9/2023;Penting;Surat Permohonan;Permohonan Keterangan Sakit a.n Esti Windusari;30/10/2023;Dian;NULL
400.12.3.1/41.660/102.9/2023;Penting;Surat Keterangan;Hasil Audit Kematian By. Ny. Qibthiyah Eka;30/10/2023;Dian;NULL
400.12.3.1/41.659/102.9/2023;Penting;Surat Keterangan;Hasil Audit Kematian By. Ny. Tri Wahyuningsih;30/10/2023;Dian;NULL
RSSM/ND/UMM/ 132 /2023;Penting;Nota Dinas;Upacara Hari Sumpah Pemuda Ke95 Tahun 2023 Sesuai Workcode EPresensi Jatim;27/10/2023;Dian;NULL
800.1/41257/102.9/2023;Penting;Surat Tugas;TMT 1 November 2023 dr. Abdul Rohim,Sp.A sebagai (Plt) Kepala Bidang Penunjang RSUD dr. Soedono;26/10/2023;Dian;NULL
100.3.7 / 41.256 / 102.9 / 2023;Biasa;Surat Pengntar;Perjanjian Sewa Menyewa Antara PT. Grab Teknologi Indonesia Dengan RSUD dr. Soedono Provinsi Jawa Timur Tentang Pemakaian Lahan Di Lingkungan RSUD dr. Soedono Provinsi Jawa Timur.;26/10/2023;Dian;NULL
